548;PIENDAMO
548;PIJAO
548;PITAL
549;PINCHOTE
549;PINILLOS
549;PIOJO
550;PELAYA
550;PISBA
551;PITALITO
551;PIVIJAY
553;PUERTO SANTANDER
555;PLANADAS
555;PLANETA RICA
555;PLATO
558;POLONUEVO
560;MANAURE
560;PONEDERA
560;POTOSI
563;PRADERA
563;PRADO
564;PROVIDENCIA
565;PROVIDENCIA
568;PUERTO ASIS
568;PUERTO GAITAN
569;PUERTO CAICEDO
570;PUEBLO BELLO
570;PUEBLO NUEVO
570;PUEBLOVIEJO
571;PUERTO GUZMAN
572;PUEBLO RICO
572;PUENTE NACIONAL
572;PUERTO BOYACA
572;PUERTO SALGAR
573;LEGUIZAMO
573;PUERRES
573;PUERTO COLOMBIA
573;PUERTO LOPEZ
573;PUERTO PARRA
573;PUERTO TEJADA
574;PUERTO ESCONDIDO
575;PUERTO WILCHES
576;PUEBLORRICO
577;PUERTO LLERAS
579;PUERTO BERRIO
580;PUERTO LIBERTADOR
580;PULI
580;QUIPAMA
580;REGIDOR
580;RIO IRO
585;PUERTO NARE
585;PUPIALES
585;PURACE
585;PURIFICACION
586;PURISIMA
590;PUERTO RICO
591;PUERTO RONDON
591;PUERTO TRIUNFO
592;PUERTO RICO
592;QUEBRADANEGRA
594;QUETAME
594;QUIMBAYA
594;QUINCHIA
596;QUIPILE
599;APULO
599;RAGONVALIA
599;RAMIRIQUI
600;RAQUIRA
600;RIO QUITO
600;RIO VIEJO
604;REMEDIOS
605;REMOLINO
606;REPELON
606;RESTREPO
606;RESTREPO
607;RETIRO
610;SAN JOSE DEL FRAGUA
612;RICAURTE
612;RICAURTE
614;RIO DE ORO
614;RIOSUCIO
615;RIONEGRO
615;RIONEGRO
615;RIOSUCIO
615;RIVERA
616;RIOBLANCO
616;RIOFRIO
616;RISARALDA
620;SAN CRISTOBAL
621;LA PAZ
621;ROBERTO PAYAN
621;RONDON
622;ROLDANILLO
622;RONCESVALLES
622;ROSAS
624;ROVIRA
624;SANTA ROSALIA
628;SABANALARGA
631;SABANETA
632;SABOYA
634;SABANAGRANDE
638;SABANALARGA
638;SACHICA
642;SALGAR
645;SAN ANTONIO DEL TEQUENDAMA
646;SAMACA
647;SAN ANDRES DE CUERQUIA
647;SAN ESTANISLAO
649;SAN BERNARDO
649;SAN CARLOS
650;SAN FERNANDO
650;SAN JUAN DEL CESAR
652;SAN FRANCISCO
653;SALAMINA
653;SAN CAYETANO
654;SAN JACINTO
655;SABANA DE TORRES
655;SAN JACINTO DEL CAUCA
656;SAN JERONIMO
657;SAN JUAN NEPOMUCENO
658;SAN FRANCISCO
658;SAN JOSE DE LA MONTAÑA
659;SAN JUAN DE URABA
660;SABANAS DE SAN ANGEL
660;SAHAGUN
660;SALADOBLANCO
660;SALAZAR
660;SAN EDUARDO
660;SAN JOSE DEL PALMAR
660;SAN LUIS
662;SAMANA
662;SAN JUAN DE RIO SECO
663;MAPIRIPANA
664;SAN JOSE DE PARE
664;SAN PEDRO
665;SAN JOSE
665;SAN PEDRO DE URABA
666;TARAIRA
667;SAN LUIS DE GACENO
667;SAN MARTIN DE LOBA
667;SAN RAFAEL
668;SAN AGUSTIN
669;PUERTO SANTANDER
669;SAN ANDRES
670;SAMPUES
670;SAN ANDRES SOTAVENTO
670;SAN CALIXTO
670;SAN PABLO
670;SAN PEDRO
670;SAN ROQUE
671;SALDAÑA
672;SAN ANTERO
673;SAN BENITO
673;SAN CAYETANO
673;SAN MATEO
673;SANTA CATALINA
674;SAN VICENTE
675;SALAMINA
675;SAN ANTONIO
675;SAN BERNARDO DEL VIENTO
675;SANTA LUCIA
676;SAN MIGUEL DE SEMA
676;SANTA MARIA
678;SAMANIEGO
678;SAN BENITO ABAD
678;SAN CARLOS
678;SAN LUIS
679;SAN GIL
679;SANTA BARBARA
680;SAN CARLOS DE GUAROA
680;SANTIAGO
681;SAN PABLO DE BORBUR
682;SAN JOAQUIN
682;SANTA ROSA DE CABAL
683;SAN JUAN DE ARAMA
683;SANDONA
683;SANTA ROSA
684;SAN JOSE DE MIRANDA
685;SAN BERNARDO
685;SANTO TOMAS
686;SAN JUANITO
686;SAN MIGUEL
686;SAN PELAYO
686;SANTA ISABEL
686;SANTA ROSA DE OSOS
686;SANTANA
687;SAN LORENZO
687;SANTUARIO
688;SANTA ROSA DEL SUR
689;SAN MARTIN
689;SAN VICENTE DE CHUCURI
690;SALENTO
690;SANTA MARIA
690;SANTO DOMINGO
692;SAN SEBASTIAN DE BUENAVISTA
693;SAN PABLO
693;SAN SEBASTIAN
693;SANTA ROSA DE VITERBO
694;SAN PEDRO DE CARTAGO
696;SANTA BARBARA
696;SANTA SOFIA
697;EL SANTUARIO
698;SANTANDER DE QUILICHAO
699;SANTACRUZ
701;SANTA ROSA
702;SAN JUAN DE BETULIA
703;SAN ZENON
705;SANTA BARBARA
707;SANTA ANA
708;SAN MARCOS
710;SAN ALBERTO
711;VISTAHERMOSA
713;SAN ONOFRE
717;SAN PEDRO
718;SASAIMA
720;SANTA BARBARA DE PINTO
720;SANTA HELENA DEL OPON
720;SAPUYES
720;SARDINATA
720;SATIVANORTE
723;SATIVASUR
736;SARAVENA
736;SEGOVIA
736;SESQUILE
736;SEVILLA
740;SIACHOQUE
740;SIBATE
742;SAN LUIS DE SINCE
743;SILOS
743;SILVANIA
743;SILVIA
744;SIMITI
745;SIMACOTA
745;SIMIJACA
745;SIPI
745;SITIONUEVO
749;SIBUNDOY
750;SAN DIEGO
753;SAN VICENTE DEL CAGUAN
753;SOATA
754;SOACHA
755;SAN FRANCISCO
755;SOCORRO
755;SOCOTA
756;SOLANO
756;SONSON
757;SAN MIGUEL
757;SOCHA
758;SOLEDAD
758;SOPO
759;SOGAMOSO
760;SANTIAGO
760;SOPLAVIENTO
760;SOTARA
761;SOMONDOCO
761;SOPETRAN
762;SORA
763;SOTAQUIRA
764;SORACA
769;SUBACHOQUE
770;SAN MARTIN
770;SUAITA
770;SUAN
770;SUAREZ
770;SUAZA
771;SUCRE
772;SUESCA
773;CUMARIBO
773;SUCRE
774;SUSACON
776;SUTAMARCHAN
777;PAPUNAUA
777;SUPATA
777;SUPIA
778;SUTATENZA
779;SUSA
780;SUAREZ
780;SURATA
780;TALAIGUA NUEVO
781;SUTATAUSA
785;SOLITA
785;SUCRE
785;TABIO
786;TAMINANGO
787;TADO
787;TAMALAMEQUE
788;TANGUA
789;TAMESIS
790;TARAZA
790;TASCO
791;TARQUI
792;TARSO
793;TAUSA
794;TAME
797;TENA
797;TESALIA
798;TARAPACA
798;TENERIFE
798;TENZA
799;TELLO
799;TENJO
800;TEORAMA
800;UNGUIA
801;TERUEL
804;TIBANA
805;TIBACUY
806;TIBASOSA
807;TIBIRITA
807;TIERRALTA
807;TIMANA
807;TIMBIO
808;TINJACA
809;TIMBIQUI
809;TITIRIBI
810;TIBU
810;TIPACOQUE
810;TIQUISIO
810;UNION PANAMERICANA
814;TOCA
815;TOCAIMA
816;TOGsI
817;TOCANCIPA
819;TOLEDO
820;SANTIAGO DE TOLU
820;TOLEDO
820;TONA
820;TOPAGA
821;TORIBIO
822;TOTA
823;TOLU VIEJO
823;TOPAIPI
823;TORO
824;TOTORO
828;TRUJILLO
832;TUBARA
832;TUNUNGUA
834;TULUA
835;SAN ANDRES DE TUMACO
835;TURMEQUE
836;TURBACO
837;TURBO
837;TUTA
838;TUQUERRES
838;TURBANA
839;TUTAZA
839;UBALA
841;UBAQUE
842;UMBITA
842;URAMITA
843;VILLA DE SAN DIEGO DE UBATE
845;ULLOA
845;UNE
845;VILLA RICA
847;URIBIA
847;URRAO
849;USIACURI
851;UTICA
854;VALDIVIA
854;VALLE DE SAN JUAN
855;URUMITA
855;VALENCIA
855;VALLE DE SAN JOSE
856;VALPARAISO
858;VEGACHI
860;VALPARAISO
861;VELEZ
861;VENADILLO
861;VENECIA
861;VENTAQUEMADA
862;VERGARA
863;VERSALLES
865;VALLE DEL GUAMUEZ
867;VETAS
867;VIANI
867;VICTORIA
869;VIJES
870;VILLAHERMOSA
871;VILLA CARO
871;VILLAGOMEZ
872;VILLANUEVA
872;VILLAVIEJA
873;VIGIA DEL FUERTE
873;VILLAMARIA
873;VILLANUEVA
873;VILLAPINZON
873;VILLARRICA
874;VILLA DEL ROSARIO
874;VILLANUEVA
875;VILLETA
877;VITERBO
878;VIOTA
879;VIRACACHA
883;SAN FELIPE
884;PUERTO COLOMBIA
885;LA GUADALUPE
885;VILLAGARZON
885;YACOPI
885;YACUANQUER
885;YAGUARA
885;YALI
886;CACAHUAL
887;PANA PANA
887;YARUMAL
888;MORICHAL
889;YAVARATE
890;YOLOMBO
890;YOTOCO
892;YUMBO
893;YONDO
894;ZAMBRANO
895;ZAPATOCA
895;ZARAGOZA
895;ZARZAL
897;ZETAQUIRA
898;ZIPACON
899;ZIPAQUIRA
960;ZAPAYAN
980;ZONA BANANERA
