91;AMAZONAS
05;ANTIOQUIA
81;ARAUCA
08;ATLANTICO
11;BOGOTA
13;BOLIVAR
15;BOYACA
17;CALDAS
18;CAQUETA
85;CASANARE
19;CAUCA
20;CESAR
27;CHOCO
23;CORDOBA
25;CUNDINAMARCA
94;GUAINIA
95;GUAVIARE
41;HUILA
44;LA GUAJIRA
47;MAGDALENA
50;META
54;N. DE SANTANDER
52;NARIÑO
86;PUTUMAYO
63;QUINDIO
66;RISARALDA
88;SAN ANDRES
68;SANTANDER
70;SUCRE
73;TOLIMA
00;TOTAL NACIONAL
76;VALLE DEL CAUCA
97;VAUPES
99;VICHADA
 - Significa que en el departamento fue censo por lo tanto no tiene cve;
